非洲	Africa
Khiùn	Comanderia
Vû-yìn	Muscidae
Tha̍t-mâ-thai	Dalmazia
Edenville	Edenville
Mâ-lî-sûn	Robert Morrison
Thai-lî-khî	Dali (Taichung)
Fûng-ngièn-sṳ	Fengyuan
Vú-fûng-hiông	Wufeng
Kîm-sân-khî	Jinshan
Phìn-hâi-khî	Pingsi
Sâm-hia̍p-khî	Sanxia
Thâm-súi	Tamsui
Sip-chṳ-khî	Xizhi
Yún-fò-khî	Yonghe
Fû-lùn-pi-ngì-sṳ	Hulunbuir
Ǹg-chiu-sṳ	Wuzhou
Fòng-sàng-kóng-sṳ	Fangchenggang
Khîm-chiu-sṳ	Qinzhou
Kui-kóng-sṳ	Guigang
Ngiu̍k-lìm-sṳ	Yulin
Pak-set-sṳ	Baise
Fo-chiu-sṳ	Hezhou
Hò-chhṳ̀-sṳ	Hechi
Lòi-pîn-sṳ	Laibin
Chhùng-chó-sṳ	Chongzuo
Thú-kâ-tshu̍k	Tujia
Sîn-kie	Nuovi Territori
Mo-yi	Commercio
Kędzierzyn-Koźle	Kędzierzyn-Koźle
Duiven	Duiven
Yo̍k-ho̍k	Farmacia
Kóng-tó-yen	Prefettura di Hiroshima
Thu̍k-liùng-tshu̍k	Derung
Tseu-tshu̍k	Tsou
IPhone (Thi-yit thoi)	IPhone EDGE
Ye̍t-nàm-ngî sṳ-mû	Alfabeto vietnamita
Ólvega	Ólvega
Fung-sân-sṳ	Fengshan
Thú-ngí-khì-ngî sṳ-mû	Alfabeto turco
Shūnan-sṳ	Shūnan
Skarżysko-Kamienna	Skarżysko-Kamienna
Longás	Longás
Kô-tá-ha̍p-lû-sṳ	Kota Bharu
Sú-chiuk-khiéu-phiang	Malattia mano-piede-bocca
Kông-phú	Spettro atomico
Chhṳ̂m-súi-phu-khî	Distretto di Sham Shui Po
Mielec	Mielec
客家	Hakka (popolo)
Wejherowo	Wejherowo
Pu-yî-chhu̍k	Bố Y
Ngì-làn-sṳ	Yilan
Ńg-fù Sṳ̍p-liuk-koet	Sedici regni
Néu-yok Tû-fi-khî	Area metropolitana di New York
歷峯雧團	Gruppo Richemont
Lanaudière	Lanaudière
Thap-lùn-ti-nò-ngî	Dialetto tarantino
Vòng Sîm-lìn	Cyndi Wang
Chhṳ̀n Kâ-fà	Ella Chen
Mâ-kûng-sṳ	Magong
Sîn-yàng-sṳ	Xinying
Sû-o-tsṳ́n	Su-ao
Làn-yí	Orchid Island
Mèu-li̍t-sṳ	Miaoli
2009-ngièn sṳ-kie yun-thung-fi	Giochi mondiali 2009
Nàm-o-hiông	Nan-ao
Thai-ngâ-tshu̍k	Atayal
Liu̍k-tó-hiông	Green Island (Taiwan)
Pu-nùng-tshu̍k	Bunun
Lò-tûng-tsṳ́n	Luodong
Thèu-sàng-tsṳ́n	Toucheng
Sîn-sṳ-hiông	Xinshi
Pî-nàm-tshu̍k	Puyuma
Kit-ôn-hiông	Ji'an
Yún-không-sṳ	Yongkang
Tha̍t-ngu-tshu̍k	Tao (popolo)
Phû-lî-tsṳ́n	Puli (Taiwan)
Thai-thùng-hiông	Datong (Taiwan)
Pô-chûng-hiông	Baozhong
Tsiâu-hâi-hiông	Jiaoxi
Thai-lû-kok Koet-kâ Kûng-yèn	Parco Nazionale Taroko
Sṳ̀n-kûng-tsṳ́n	Chenggong
Hâi-chû-hiông	Xizhou
Kûan-sân-tsṳ́n	Guanshan
Yòng-mìn-sân Koet-kâ Kûng-yèn	Yangmingshan
Hak-kâ chhoi	Cucina Hakka
Phìn-fông Kûng-lî	Chilometro quadrato
Fâ-lièn-sṳ	Hualien
Phìn-tsṳ́n-sṳ	Pingzhen
Shuì-ôn-sṳ	Rui'an
Phìn-tûng-sṳ	Pingtung
Thòi-tûng-sṳ	Taitung
F4	JVKV
Chùng-chṳ́	Zongzi
Then Yí-hièn	Teng Yu-hsien
Thòi-pet Tshia̍p-yun	Metropolitana di Taipei
Chhòn-yùng Hòng-khûng	EVA Air
Nàm-thèu-sṳ	Nantou
Phài-vân-tshu̍k	Paiwan
Thòi-vân nàm-tó ngî-ngièn	Lingue formosane
Lìm-pâ Se-pâu	Linfocita
Phài-vân-ngî	Lingua paiwan
Thai-ngâ-ngî	Lingua atayal
Thò-yèn-sṳ	Taoyuan
Lû-khái-tshu̍k	Rukai
Pî-nàm-ngî	Lingua puyuma
Soi-ha-ngî	Lingua saisiyat
Hak-kâ thú-lèu	Tulou
Kô-sîn-shì	Imperatore Ku
Jarosław	Jarosław
Tûng-khî (Hiông-kóng)	Distretto Est (Hong Kong)
Gaspésie–Îles-de-la-Madeleine	Gaspésie-Îles-de-la-Madeleine
Ostrowiec Świętokrzyski	Ostrowiec Świętokrzyski
Tshiâ-tshu̍k	She (popolo)
Sên-sán	Produzione
Chojnice	Chojnice
Bronckhorst	Bronckhorst
Thi-kip-sṳ	Città-prefettura
Mine-sṳ	Mine (Giappone)
Mì-fûn-ho̍k	Differenziale (matematica)
Tûng-hiông-tshu̍k	Dongxiang
Lâ-fú-tshu̍k	Lahu
Włodawa	Włodawa
Starachowice	Starachowice
Stalowa Wola	Stalowa Wola
Chat-ho̍k Pok-sṳ	Dottorato di ricerca
Lì-tó-khî	Distretto delle Isole
Ermelo	Ermelo
Thông-phûng	Apidae
Tshûng-shîn-yen	Prefettura di Okinawa
Tshòng-lo̍k-sṳ	Changle
Nàm-thin-sṳ	Nam Dinh
Montpellier Thai-ho̍k	Università di Montpellier
Luceni	Luceni
Fà-khièu	Cinesi d'oltremare
Madrid Chhṳ-chhṳ Thai-ho̍k	Università autonoma di Madrid
Medway	Medway (borough)
Nysa, Pô-làn	Nysa
Belver de Cinca	Belver de Cinca
Pó-ôn-chhu̍k	Bonan
Culemborg	Culemborg
Kôan-tan-sṳ	Kuantan
Sokółka	Sokółka
Thâu-thông-shì	Yao (imperatore)
Hikari-sṳ	Hikari (Yamaguchi)
Krosno	Krosno
Kûng-lî	Chilometro
Almarza	Almarza
Aldealices	Aldealices
Aldealafuente	Aldealafuente
Alentisque	Alentisque
Adradas	Adradas
Alconaba	Alconaba
Abejar	Abejar
Aldealpozo	Aldealpozo
Alcubilla de las Peñas	Alcubilla de las Peñas
Aldealseñor	Aldealseñor
Alcubilla de Avellaneda	Alcubilla de Avellaneda
Covaleda	Covaleda
Almazul	Almazul
Arcos de Jalón	Arcos de Jalón
Aldehuela de Periáñez	Aldehuela de Periáñez
Almenar de Soria	Almenar de Soria
Vinuesa	Vinuesa
Duruelo de la Sierra	Duruelo de la Sierra
San Leonardo de Yagüe	San Leonardo de Yagüe
Shâu-sân-sṳ	Shaoshan
Tai-tshu̍k	Dai (popoli)
Mùn-pâ-tshu̍k	Monpa
Kudamatsu-sṳ	Kudamatsu
Kiong-tshu̍k	Qiang
Afrikaner-ngìn	Afrikaner
Yîn-koet-ngìn	Britannici
Ngá-tshu̍k	Va (popolo)
Brummen	Brummen
Kûng-yîn	Ettometro
Fû-yûng-sṳ	Seremban
Jasło	Jasło
Â-chhông-chhu̍k	Achang
Bielsk Podlaski	Bielsk Podlaski
Beuningen	Beuningen
Thú-tshu̍k	Tu (popolo)
Kîn-mí	Gigametro
Súi-tshu̍k	Shui
Nyet-láu-tshu̍k	Gelao
Kín-phó-tshu̍k	Jingpo
Lo̍k-pâ-tshu̍k	Lhoba
Li̍t-siuk-tshu̍k	Lisu
Vì-kî Pak-khô Ngî-ngièn Lie̍t-péu	Wikipedia:Tutte le lingue
Siên-pî-chhu̍k	Xianbei
Sanyo-Onoda-sṳ	Sanyō-Onoda
Billingham	Billingham
Pet-khî (Hiông-kóng)	Distretto Nord (Hong Kong)
Mô-nàm-tshu̍k	Maonan
Nu-tshu̍k	Nu (popolo)
Mu̍k-láu-tshu̍k	Mulao
Sî-sûng-pán-na̍p Thài-tshu̍k Tshṳ-tshṳ-chû	Prefettura autonoma dai di Xishuangbanna
Ngièn-lóng-khî	Distretto di Yuen Long
Kôn-thòng-khî	Distretto di Kwun Tong
Khwûi-tshiâng-khî	Distretto di Kwai Tsing
Phù-mí-tshu̍k	Pumi
Thai-pu-khî	Distretto di Tai Po
Tet-ngo-tshu̍k	De'ang
Vòng-thai-siên-khî	Distretto di Wong Tai Sin
Tshiên-vân-khî	Distretto di Tsuen Wan
Pu-lóng-chhu̍k	Blang
Bracknell Sêm-lìm	Bracknell Forest
Tomaszów Lubelski	Tomaszów Lubelski
Hàng-thung Chok-ngia̍p Ne-thúng	Sistema operativo per dispositivi mobili
Hrubieszów	Hrubieszów
Pet Québec Thi-khî	Nord-du-Québec
Montérégie	Montérégie
Druten	Druten
Nàm-hiùng-sṳ	Nanxiong
Dębica	Dębica
Québec-ngìn Tóng	Parti Québécois
Cape Town Thai-ho̍k	Università di Città del Capo
Sasolburg	Sasolburg
Kraśnik	Kraśnik
Dęblin	Dęblin
Radzyń Podlaski	Radzyń Podlaski
Thûn-mùn-khî	Distretto di Tuen Mun
Kiú-liùng-sàng-khî	Distretto di Kowloon City
Nàm-khî (Hiông-kóng)	Southern District (Hong Kong)
Vân-chái-khî	Distretto di Wan Chai
Villanueva de Sigena	Villanueva de Sigena
Tân-vi	Unità
Stockton-on-Tees	Stockton-on-Tees
Wokingham	Wokingham
Kô-lò-sî	Colossi
Khiâm-nàm Pu-yî-tshu̍k Mèu-tshu̍k Tshṳ-tshṳ-chû	Prefettura autonoma buyei e miao di Qiannan
Lìm-ha Fì-tshu̍k Tshṳ-tshṳ-chû	Prefettura autonoma Hui di Linxia
Middelburg, Tûng Khôi-phú-sén	Middelburg (Provincia del Capo Orientale)
Orania	Orania
Â-pa Chhong-chhu̍k Kiông-chhu̍k Chhṳ-chhṳ-chû	Prefettura autonoma tibetana e Qiang di Aba
Welkom	Welkom
Swellendam	Swellendam
Fû-yûng-khî	Distretto di Furong
Vi	Stomaco
Liùng-hâ	Nephropidae
Kî-nok-tshu̍k	Jino
Ngo̍k-lùn-tshùn-tshu̍k	Oroqen
Chaudière-Appalaches	Chaudière-Appalaches
Sî-Chû	Dinastia Zhou occidentale
Sṳ̀n-Hòn	Cheng Han
Pet-ngan Thi-khî (Québec)	Côte-Nord
Néu-yok-kóng	Porto di New York
Tha̍k-é	Dizi
Tûng-Hon	Dinastia Han orientale
Tân-yit kón-lî-khî	Autorità unitaria
Àu-choi Fôn	Ephippiorhynchus senegalensis
Kî-chhòng	Aeroporto
Sé-kiok-lî	Lavanda dei piedi
Ngìn-kûng Hi-kôn	Organo artificiale
Sân-sî Sṳ-sa	Son Tay
Windsor lâu Maidenhead	Royal Borough of Windsor and Maidenhead
Thí-ngoi Mo̍k-yòng-ha̍p	ECMO
Lìm Tan	Lin Dan
分類:Tet-koet	Categoria:Germania
分類:Yi-thai-li	Categoria:Italia
分類:Kâ-nâ-thai	Categoria:Canada
分類:Sî-pân-ngà	Categoria:Spagna
分類:Chûng-koet	Categoria:Cina
分類:Ngi̍t-pún	Categoria:Giappone
分類:Àu-thai-li-â	Categoria:Australia
分類:Yin-thu	Categoria:India
分類:Yî-set-lie̍t	Categoria:Israele
分類:Nàm-fî	Categoria:Sudafrica
Redcar and Cleveland	Redcar and Cleveland
分類:Yin-thu-nì-sî-â	Categoria:Indonesia
分類:Pâ-kî-sṳ̂-thán	Categoria:Pakistan
分類:Pô-làn	Categoria:Polonia
分類:Sîn-kâ-po	Categoria:Singapore
分類:Hòn-koet	Categoria:Corea del Sud
分類:Thai-koet	Categoria:Thailandia
分類:Ye̍t-nàm	Categoria:Vietnam
分類:Phú-nen-lui	Categoria:Mammiferi
分類:Tiâu	Categoria:Uccelli
分類:Chhṳ̍t-vu̍t	Categoria:Piante
分類:Vu̍t-lí-ho̍k	Categoria:Fisica
分類:Chhṳ-yèn Khô-ho̍k	Categoria:Scienze naturali
分類:Sâng-vu̍t-ho̍k	Categoria:Biologia
分類:Fa-ho̍k	Categoria:Chimica
分類:Li̍t-sṳ́	Categoria:Storia
分類:Thi-lî	Categoria:Geografia
分類:Sa-fi	Categoria:Società
分類:Chûng-kau	Categoria:Religione
分類:Thí-yuk	Categoria:Sport
分類:Khô-ho̍k	Categoria:Scienza
分類:Lièn-ha̍p-koet	Categoria:Nazioni Unite
分類:Êu-chû Lièn-mèn	Categoria:Unione europea
分類:Kien-chuk-vu̍t	Categoria:Edifici
分類:Thûng-sin	Categoria:Comunicazione
分類:Thi-khiù	Categoria:Terra
Sî Berkshire	West Berkshire
Hiông-kóng Thiet-lu Yû-han Kûng-sṳ̂	MTR Corporation
Zuera	Zuera
Brotton	Brotton
Langa del Castillo	Langa del Castillo
Contamina	Contamina
Louis Trichardt	Louis Trichardt
Abiego	Abiego
Abanto	Abanto
Kú Lò-mâ	Civiltà romana
La Fueva	La Fueva
Tsui-heu ke Sṳ́m-phan	Giudizio universale
Greenwich Thai-ho̍k	Università di Greenwich
Eston	Eston
Middelburg, Mpumalanga-sén	Middelburg (Mpumalanga)
分類:Chet-ho̍k	Categoria:Filosofia
分類:Fu̍t-kau	Categoria:Buddhismo
分類:Kî-tuk-kau	Categoria:Cristianesimo
分類:Yù-thai-kau	Categoria:Ebraismo
Sià-ok Sṳn-kîn	Bibbia Cattiva
Hò-sṳ̂n	Millilitro
Bochotnica	Bochotnica
Trompsburg	Trompsburg
Ngi̍t-pún Khûn-chhùng Ki	Cronache entomologiche del Giappone
分類:Hàng-sên	Categoria:Pianeti
分類:Vùn-fa	Categoria:Cultura
分類:Ngìn-vùn Khô-ho̍k	Categoria:Scienze umanistiche
分類:Tî-sṳt	Categoria:Conoscenza
Chṳ́-set	Porpora
Ap-è	Anatra
Lù-tshṳ̀	Phalacrocoracidae
分類:Yên-yèn	Categoria:Attori
模板:Tl	Template:Tl
模板:Userbox	Template:Userbox
分類:Koet-kâ	Categoria:Nazioni
Wikipedia:Kón-lî-yèn	Wikipedia:Amministratori
分類:Chûng-fà Mìn-chhu̍k	Categoria:Gruppi etnici in Cina
分類:Ngìn-vu̍t	Categoria:Persone
分類:Mìn-chhu̍k	Categoria:Gruppi etnici
Wikipedia:Hàng-tsṳn-yèn	Wikipedia:Burocrati
Wikipedia:IP chhà-fûng li-ngoi-chá	Wikipedia:Esenti dal blocco IP
Wikipedia:Kî-hi-ngìn	Wikipedia:Bot
分類:Sṳ̀-kiên	Categoria:Tempo
分類:Chhṳ-yèn	Categoria:Natura
分類:Kûng-chhàng	Categoria:Ingegneria
分類:Yî-ho̍k	Categoria:Medicina
分類:Chṳn-chṳ	Categoria:Politica
分類:Kau-yuk	Categoria:Educazione
分類:Kông-ho̍k	Categoria:Ottica
Âi-khi̍p	Egitto
分類:Chat-ho̍k-kâ	Categoria:Filosofi
模板:Bot	Template:Bot
Kâ-nâ-thai	Canada
分類:Hiûng-ngà-li	Categoria:Ungheria
分類:Hî-lia̍p	Categoria:Grecia
分類:Lâ-thot-vì-â	Categoria:Lettonia
分類:Yù-hi	Categoria:Giochi
Thiên-koet	Cielo (religione)
分類:Êu-chû koet-kâ	Categoria:Stati dell'Europa
分類:Êu-chû	Categoria:Europa
模板:Documentation	Template:Man
Wikipedia:Yung-fu	Wikipedia:Livelli di accesso degli utenti
Pok-sṳ	Dottore
Wikipedia:Sa-khî	Portale:Comunità
分類:Wikipedians by language	Categoria:Utenti per lingua
Sṳ̀n Chhai-kî	Sung Jae-gi
Khî-ngia̍p	Business
Ngiuk-yèn	Polpetta
模板:Softredirect	Template:Soft redirect
模板:Delete	Template:Cancella subito
分類:Kî-su̍t	Categoria:Tecnologia
分類:Ngî-ngièn	Categoria:Lingue
Wikipedia:Chhóng-kien Sîn Thiàu-muk	Aiuto:Come scrivere una voce
分類:還無索引嘅頁面	Categoria:Pagine non indicizzate
分類:含有損壞文件鏈接嘅頁面	Categoria:Pagine con link a file inesistenti
模板:Navbox	Template:Navbox
Pak-ha̍p-fâ	Lilium
模板:Tnavbar	Template:Tnavbar
模板:Unicode	Template:Unicode
模板:Smallcaps	Template:Maiuscoletto
模板:Nowrap	Template:Tutto attaccato
分類:Fî-chû	Categoria:Africa
分類:Gauteng-sén	Categoria:Gauteng
分類:Pet Khôi-phú-sén	Categoria:Provincia del Capo Settentrionale
分類:Sṳn-kîn	Categoria:Bibbia
分類:Limpopo-sén	Categoria:Provincia del Limpopo
分類:Sî Khôi-phú-sén	Categoria:Provincia del Capo Occidentale
分類:Si	Categoria:Libro
模板:Pâ-phe̍t	Template:Babel
模板:Reflist	Template:References
模板:Stub	Template:S
模板:User ca-1	Template:Utente ca-1
模板:User de	Template:Utente de
模板:User de-1	Template:Utente de-1
模板:User en-3	Template:Utente en-3
模板:User en-1	Template:Utente en-1
模板:User en-2	Template:Utente en-2
模板:User en-4	Template:Utente en-4
模板:User en-0	Template:Utente en-0
模板:User en	Template:Utente en
模板:User de-2	Template:Utente de-2
模板:User fr-2	Template:Utente fr-2
模板:User ja-1	Template:Utente ja-1
模板:User fr	Template:Utente fr
模板:Location map/Info	Template:Mappa di localizzazione/info
分類:Khûn-chhùng	Categoria:Insetti
分類:Â-chû	Categoria:Asia
分類:Chṳ-li	Categoria:Cile
分類:Sok-lî-â-sén	Categoria:Provincia di Soria
分類:Nàm-mî-chû	Categoria:America meridionale
分類:Khà-sṳ̂-tì-li-â lâu Lòi-ngong	Categoria:Castiglia e León
模板:Esoteric	Template:Template complesso
分類:Mâ-lòi-sî-â	Categoria:Malesia
分類:Sṳ̍t-phín	Categoria:Alimenti
模板:Mod	Template:Mod
模板:User es-2	Template:Utente es-2
模板:Fôn-ngiàng	Template:Benvenuto
分類:Thiàu-mi-liau	Categoria:Condimenti
分類:Chû-chṳt	Categoria:Organizzazioni
分類:Ngî-ngièn-ho̍k	Categoria:Linguistica
模板:ITA	Template:ITA
模板:非洲行政區劃	Template:Africa
模板:SVK	Template:SVK
模板:Infobox Country	Template:Stato
模板:TUR	Template:TUR
分類:User en-4	Categoria:Utenti en-4
分類:User en	Categoria:Utenti en
分類:User zh	Categoria:Utenti zh
分類:User zh-N	Categoria:Utenti zh-M
分類:User en-2	Categoria:Utenti en-2
模板:User zh	Template:Utente zh
模板:Cite web	Template:Cita web
分類:Hòng-khûng	Categoria:Aviazione
分類:Yím-sṳ̍t	Categoria:Alimentazione
模板:Fong-wui	Template:Punti cardinali
模板:BS3	Template:BS3
模板:IPA	Template:IPA
分類:Chṳn-chṳ Ngìn-lui	Categoria:Politici
分類:Mî-chû	Categoria:America
模板:其他	Template:Nota disambigua
分類:Language user templates	Categoria:Template Babel
Wikipedia:GNU自由文檔協議證書	Wikipedia:Testo della GNU Free Documentation License
模板:大洋洲行政區劃	Template:Oceania
分類:Vùn-ho̍k-kâ	Categoria:Scrittori
分類:Kiûn-sṳ	Categoria:Forze armate
分類:Thai-ho̍k	Categoria:Università
模板:Lang-he	Template:Ebraico
分類:Sṳ-kie Pok-lám-fi	Categoria:Esposizioni universali
分類:Chûng-fà Ngìn-mìn Khiung-fò-koet Chú-sit	Categoria:Presidenti della Repubblica Popolare Cinese
分類:Fu̍k-tsông	Categoria:Monaci buddhisti
模板:FIN	Template:FIN
模板:Purge	Template:Purga
模板:DNK	Template:DNK
模板:Provinces of China	Template:Province della Cina
模板:Userpage	Template:Pagina utente
模板:DEU	Template:DEU
模板:SWE	Template:SWE
分類:Ye̍t-nàm kî-chhòng	Categoria:Aeroporti del Vietnam
Kiet-tshòng	Colon
分類:Kûng-sṳ̂	Categoria:Aziende
模板:User fr-3	Template:Utente fr-3
模板:JPN	Template:JPN
分類:Thien-nó	Categoria:Computer
模板:MKD	Template:MKD
模板:LTU	Template:LTU
Mô-li-ngìn	Māori
分類:Tho-lu	Categoria:Strade
模板:Disambig	Template:Disambigua
分類:Khien-không Khô-ho̍k	Categoria:Scienze della salute
分類:Hàng-thung Thien-fa	Categoria:Telefoni cellulari
模板:User nan	Template:Utente zh-min-nan
模板:User nan-1	Template:Utente zh-min-nan-1
模板:GRC	Template:GRC
模板:Lang-grc	Template:Lang-grc
模板:CZE	Template:CZE
分類:Chhòn-ngiam-phiang	Categoria:Malattie infettive
分類:Sîn-kau	Categoria:Protestantesimo
模板:GBR	Template:GBR
分類:Sâng-vu̍t	Categoria:Forme di vita
模板:SVN	Template:SVN
模板:FRA	Template:FRA
模板:Hiông-kóng Hàng-tsṳn Khî-va̍k	Template:Distretti di Hong Kong
模板:User pt-2	Template:Utente pt-2
分類:Kâ-li-sî-â	Categoria:Galizia
模板:歐洲行政區劃	Template:Europa
分類:User yue	Categoria:Utenti yue
分類:User fr	Categoria:Utenti fr
分類:User ja	Categoria:Utenti ja
分類:User pt	Categoria:Utenti pt
分類:User nl-3	Categoria:Utenti nl-3
分類:User fr-2	Categoria:Utenti fr-2
分類:User ja-2	Categoria:Utenti ja-2
分類:User ko-N	Categoria:Utenti ko-M
分類:User fr-N	Categoria:Utenti fr-M
分類:Vùn-sṳ	Categoria:Sistemi di scrittura
分類:Tho-kau	Categoria:Taoismo
分類:User ca	Categoria:Utenti ca
分類:User ca-1	Categoria:Utenti ca-1
分類:User de	Categoria:Utenti de
分類:User de-2	Categoria:Utenti de-2
分類:User de-N	Categoria:Utenti de-M
分類:User en-3	Categoria:Utenti en-3
分類:User en-N	Categoria:Utenti en-M
分類:User es	Categoria:Utenti es
分類:User es-2	Categoria:Utenti es-2
分類:User es-N	Categoria:Utenti es-M
分類:Yî-set-lie̍t kiûn-vòng	Categoria:Re di Israele
分類:Yù-thai kiûn-vòng	Categoria:Re di Giuda
分類:Kí-hò-ho̍k	Categoria:Geometria
模板:Ye̍t-nàm	Template:Suddivisioni del Vietnam
分類:User ja-1	Categoria:Utenti ja-1
分類:User ko	Categoria:Utenti ko
分類:Lièn-ha̍p-koet Pi-sû-chóng	Categoria:Segretari generali delle Nazioni Unite
分類:Hói-yòng	Categoria:Mari
分類:Ido-ngî	Categoria:Ido
模板:LUX	Template:LUX
分類:Thai-yòng-ne	Categoria:Sistema solare
分類:Kóng-tûng-sén	Categoria:Guangdong
分類:Fuk-kian	Categoria:Fujian
分類:Koet-chi Chû-chṳt	Categoria:Organizzazioni internazionali
分類:Fat-mìn-kâ	Categoria:Inventori
分類:Yím-liau	Categoria:Bevande
分類:User nan-1	Categoria:Utenti zh-min-nan-1
分類:User nan-2	Categoria:Utenti zh-min-nan-2
分類:User nan-3	Categoria:Utenti zh-min-nan-3
分類:User nan-N	Categoria:Utenti zh-min-nan-M
分類:Sa-fi Khô-ho̍k	Categoria:Scienze sociali
分類:Mî-koet Koet-kâ Kûng-yèn	Categoria:Parchi nazionali degli Stati Uniti d'America
分類:Kô-tén Kau-yuk	Categoria:Istruzione superiore
分類:Thi-hìn	Categoria:Forme del suolo
分類:Pâ-lùn-sî-â Chhṳ-chhṳ-khî	Categoria:Comunità Valenzana
模板:User ja-2	Template:Utente ja-2
分類:Thiên-chú-kau	Categoria:Cattolicesimo
分類:User yue-N	Categoria:Utenti yue-M
分類:Yîm-ngo̍k-kâ	Categoria:Musicisti
模板:Lang	Template:Lang
分類:Fa-kâ	Categoria:Pittori
分類:Yin-thu chûng-kau	Categoria:Religione in India
分類:Ho̍k-su̍t	Categoria:Accademie e istituti di cultura
模板:CYP	Template:CYP
分類:Yin-thu Thi-lî	Categoria:Geografia dell'India
分類:Sông-ngia̍p	Categoria:Commercio
分類:Fap-koet fòng-ti	Categoria:Imperatori dei francesi
模板:EST	Template:EST
模板:AUT	Template:AUT
分類:Meu-khô	Categoria:Felidi
分類:Thòi-vân Thi-lî	Categoria:Geografia di Taiwan
模板:User zh-3	Template:Utente zh-3
分類:Nì-pok Thi-lî	Categoria:Geografia del Nepal
分類:Thai-khûng-ngìn	Categoria:Astronauti e cosmonauti
分類:Khî-ngia̍p-kâ	Categoria:Imprenditori
分類:Fî-li̍t-pîn	Categoria:Filippine
分類:User nl	Categoria:Utenti nl
分類:User zh-1	Categoria:Utenti zh-1
分類:User zh-3	Categoria:Utenti zh-3
分類:User zh-2	Categoria:Utenti zh-2
分類:Yin-thu kiûn-chú	Categoria:Sovrani di antichi Stati indiani
分類:Ho̍k-vi	Categoria:Titoli accademici
分類:Pô-sṳ̂ koet-vòng	Categoria:Sovrani di Persia
分類:Kîm-yùng	Categoria:Finanza
分類:Thien-sṳ	Categoria:Televisione
分類:Chhòn-kau-sṳ	Categoria:Missionari
分類:Hói-hia̍p	Categoria:Stretti
分類:Yin-Êu Ngî-ne	Categoria:Lingue indoeuropee
分類:Kî-chhòng	Categoria:Aeroporti
分類:Fa-ho̍k ngièn-su	Categoria:Elementi chimici
分類:Khô-ho̍k-kâ	Categoria:Scienziati
分類:Pâ-kî-sṳ̂-thán Thi-lî	Categoria:Geografia del Pakistan
分類:Nì-pok	Categoria:Nepal
分類:Thòi-vân	Categoria:Taiwan
分類:Chûng-koet chhèu-thoi	Categoria:Dinastie cinesi
分類:Pet-mî-chû koet-kâ	Categoria:Stati dell'America settentrionale
分類:Sṳ-tshòi	Categoria:Ortaggi
分類:Súi-kó	Categoria:Frutta
分類:Khiu-yok Sṳn-kîn	Categoria:Antico Testamento
分類:Pok-vu̍t-kón	Categoria:Musei
分類:Hì-hèu	Categoria:Clima
分類:Â-chû Thi-lî	Categoria:Geografia dell'Asia
分類:Ngìn-lui-ho̍k	Categoria:Antropologia
分類:Thai-khûng Chhàm	Categoria:Stazioni spaziali
分類:Fap-koet Thai-ho̍k	Categoria:Università in Francia
模板:ESP	Template:ESP
分類:Thung-vu̍t	Categoria:Animali
分類:Ngî-yîm-ho̍k	Categoria:Fonetica
分類:Hòng-khûng Kûng-sṳ̂	Categoria:Compagnie aeree
分類:Ngìn-khièn	Categoria:Diritti umani
分類:Ngo̍k-hi	Categoria:Strumenti musicali
分類:Ngî-ne	Categoria:Famiglie linguistiche
分類:Hon-sṳ	Categoria:Scrittura cinese
分類:Koet-kâ Kûng-yèn	Categoria:Parchi nazionali
分類:Hi-siong-ho̍k	Categoria:Meteorologia
分類:Chûng-mî-chû	Categoria:America centrale
分類:Hiông-kóng	Categoria:Hong Kong
分類:Kóng-sî-sén	Categoria:Guangxi
分類:Yên-liau	Categoria:Combustibili
分類:Sông-hói	Categoria:Shanghai
分類:Ngiuk-lui	Categoria:Carni e derivati
分類:Yo̍k-ho̍k	Categoria:Farmacia
分類:Sú-tû	Categoria:Capitali di stato
分類:Kham-thap-pu-lî-â	Categoria:Cantabria
分類:Â-sṳ̂-thù-lî-â-sṳ̂-sén	Categoria:Asturie
分類:Kîm-su̍k	Categoria:Metalli
分類:Thòi-pet-sṳ	Categoria:Taipei
分類:Lò-màn Ngî-chhu̍k	Categoria:Lingue romanze
分類:Kâu-thûng	Categoria:Trasporti
分類:Ngiên-kiu	Categoria:Ricerca scientifica
分類:Thông-lui	Categoria:Carboidrati
分類:Nàm-tó ngî-hì	Categoria:Lingue austronesiane
分類:Pet-mî-chû	Categoria:America settentrionale
分類:Kô-sú	Categoria:Cantanti
分類:Si-chhòng	Categoria:Tibet
分類:Sú-ho̍k-kâ	Categoria:Matematici
分類:Vu̍t-lî ho̍k-kâ	Categoria:Fisici
分類:Kîn-chi ho̍k-kâ	Categoria:Economisti
分類:Mìn-tsú	Categoria:Democrazia
分類:Kî-tuk-kau Li̍t-sṳ́	Categoria:Storia del cristianesimo
分類:Àu-mûn	Categoria:Macao
分類:Hàng-sên-ne	Categoria:Stelle con pianeti extrasolari
分類:Thòi-vân ngî-ngièn	Categoria:Lingue di Taiwan
分類:Thòi-vân Koet-kâ Kûng-yèn	Categoria:Parchi nazionali di Taiwan
分類:Ngiùn-hòng	Categoria:Banche
Fu̍k-vu	Servizio
分類:Kâ-thai-lò-nì-â	Categoria:Catalogna
Kap-kut-vùn	Scrittura sulle ossa
分類:Khien-không	Categoria:Salute
模板:Lang-pl	Template:Polacco
Trojany	Trojany
